1	-1
2	-1.000000e+00
3	-1.000000e+00
4	inf
5	-1.000000e+00
6	inf
7	inf
8	-1.000000e+00
9	-1.000000e+00
10	inf
11	-1.000000e+00
12	-1.000000e+00
13	-1.000000e+00
14	-1.000000e+00
15	-1.000000e+00
16	-1.000000e+00
17	-1.000000e+00
18	inf
19	-1.000000e+00
20	-1.000000e+00
21	inf
22	-1.000000e+00
23	-1.000000e+00
24	inf
25	-1.000000e+00
26	-1.000000e+00
27	-1.000000e+00
28	-1.000000e+00
29	-1.000000e+00
30	-1.000000e+00
31	-1.000000e+00
32	-1.000000e+00
33	-1.000000e+00
34	-1.000000e+00
35	-1.000000e+00
36	-1.000000e+00
37	inf
38	inf
39	-1.000000e+00
40	-1.000000e+00
41	-1.000000e+00
42	-1.000000e+00
43	-1.000000e+00
44	-1.000000e+00
45	inf
46	-1.000000e+00
47	-1.000000e+00
48	-1.000000e+00
49	-1.000000e+00
50	-1.000000e+00
51	-1.000000e+00
52	inf
53	inf
54	-1.000000e+00
55	-1.000000e+00
56	-1.000000e+00
57	-1.000000e+00
58	-1.000000e+00
59	-1.000000e+00
60	-1.000000e+00
61	inf
62	-1.000000e+00
63	-1.000000e+00
64	-1.000000e+00
65	inf
66	inf
67	-1.000000e+00
68	inf
69	-1.000000e+00
70	inf
71	-1.000000e+00
72	inf
73	-1.000000e+00
74	-1.000000e+00
75	inf
76	-1.000000e+00
77	-1.000000e+00
78	-1.000000e+00
79	-1.000000e+00
80	inf
81	-1.000000e+00
82	inf
83	-1.000000e+00
84	-1.000000e+00
85	inf
86	inf
87	inf
88	-1.000000e+00
89	-1.000000e+00
90	-1.000000e+00
91	inf
92	inf
93	-1.000000e+00
94	-1.000000e+00
95	-1.000000e+00
96	-1.000000e+00
97	-1.000000e+00
98	-1.000000e+00
99	inf
100	-1.000000e+00
101	inf
102	-1.000000e+00
1	-1.000000e+00
2	-1.000000e+00
3	-1.000000e+00
4	-1.000000e+00
5	inf
6	-1.000000e+00
7	-1.000000e+00
8	inf
9	-1.000000e+00
10	-1.000000e+00
11	-1.000000e+00
12	-1.000000e+00
13	-1.000000e+00
14	inf
15	-1.000000e+00
16	-1.000000e+00
17	inf
18	-1.000000e+00
19	-1.000000e+00
20	-1.000000e+00
21	inf
22	-1.000000e+00
23	-1.000000e+00
24	inf
25	inf
26	inf
27	inf
28	-1.000000e+00
29	inf
30	-1.000000e+00
31	-1.000000e+00
32	-1.000000e+00
33	inf
34	-1.000000e+00
35	inf
36	-1.000000e+00
37	inf
38	-1.000000e+00
39	inf
40	-1.000000e+00
41	-1.000000e+00
42	inf
43	-1.000000e+00
44	-1.000000e+00
45	-1.000000e+00
46	-1.000000e+00
47	-1.000000e+00
48	-1.000000e+00
49	-1.000000e+00
50	inf
51	inf
52	-1.000000e+00
53	inf
54	-1.000000e+00
55	-1.000000e+00
56	inf
57	-1.000000e+00
58	inf
59	-1.000000e+00
60	-1.000000e+00
61	-1.000000e+00
62	inf
63	-1.000000e+00
64	-1.000000e+00
65	-1.000000e+00
66	-1.000000e+00
67	-1.000000e+00
68	-1.000000e+00
69	-1.000000e+00
70	-1.000000e+00
71	-1.000000e+00
72	-1.000000e+00
73	-1.000000e+00
74	-1.000000e+00
75	-1.000000e+00
76	-1.000000e+00
77	inf
78	-1.000000e+00
79	-1.000000e+00
80	-1.000000e+00
81	inf
82	-1.000000e+00
83	-1.000000e+00
84	inf
85	-1.000000e+00
86	-1.000000e+00
87	-1.000000e+00
88	-1.000000e+00
89	inf
90	-1.000000e+00
91	-1.000000e+00
92	-1.000000e+00
93	-1.000000e+00
94	inf
95	-1.000000e+00
96	-1.000000e+00
97	-1.000000e+00
98	-1.000000e+00
99	-1.000000e+00
100	inf
101	-1.000000e+00
102	-1.000000e+00
103	-1.000000e+00
104	-1.000000e+00
105	inf
106	-1.000000e+00
107	-1.000000e+00
108	-1.000000e+00
109	inf
110	-1.000000e+00
111	inf
112	-1.000000e+00
113	-1.000000e+00
114	inf
115	inf
116	-1.000000e+00
117	-1.000000e+00
118	-1.000000e+00
119	-1.000000e+00
120	-1.000000e+00
121	-1.000000e+00
122	inf
123	-1.000000e+00
124	inf
125	-1.000000e+00
126	-1.000000e+00
127	-1.000000e+00
128	-1.000000e+00
129	inf
130	-1.000000e+00
131	-1.000000e+00
132	-1.000000e+00
133	inf
134	-1.000000e+00
135	-1.000000e+00
136	inf
137	-1.000000e+00
138	-1.000000e+00
139	-1.000000e+00
140	-1.000000e+00
141	-1.000000e+00
142	-1.000000e+00
143	inf
144	-1.000000e+00
145	-1.000000e+00
146	-1.000000e+00
147	-1.000000e+00
148	inf
149	inf
150	-1.000000e+00
151	-1.000000e+00
152	inf
153	-1.000000e+00
154	-1.000000e+00
155	inf
156	-1.000000e+00
157	-1.000000e+00
158	-1.000000e+00
159	-1.000000e+00
160	inf
161	-1.000000e+00
162	inf
163	inf
164	-1.000000e+00
165	-1.000000e+00
166	-1.000000e+00
167	-1.000000e+00
168	-1.000000e+00
169	-1.000000e+00
170	inf
171	-1.000000e+00
172	-1.000000e+00
173	-1.000000e+00
174	inf
175	-1.000000e+00
176	inf
177	-1.000000e+00
178	inf
179	inf
180	-1.000000e+00
181	-1.000000e+00
182	-1.000000e+00
183	inf
184	inf
185	-1.000000e+00
186	-1.000000e+00
187	-1.000000e+00
188	-1.000000e+00
189	-1.000000e+00
190	-1.000000e+00
191	-1.000000e+00
192	-1.000000e+00
193	inf
194	-1.000000e+00
195	inf
196	-1.000000e+00
197	-1.000000e+00
198	-1.000000e+00
199	-1.000000e+00
200	-1.000000e+00
201	-1.000000e+00
202	-1.000000e+00
203	-1.000000e+00
204	-1.000000e+00
