1	-1
2	-1.000000e+00
3	-1.000000e+00
4	inf
5	-1.000000e+00
6	-1.000000e+00
7	inf
8	-1.000000e+00
9	-1.000000e+00
10	inf
11	-1.000000e+00
12	-1.000000e+00
13	-1.000000e+00
14	-1.000000e+00
15	-1.000000e+00
16	-1.000000e+00
17	-1.000000e+00
18	inf
19	-1.000000e+00
20	-1.000000e+00
21	inf
22	-1.000000e+00
23	-1.000000e+00
24	inf
25	-1.000000e+00
26	-1.000000e+00
27	-1.000000e+00
28	-1.000000e+00
29	-1.000000e+00
30	-1.000000e+00
31	-1.000000e+00
32	-1.000000e+00
33	-1.000000e+00
34	-1.000000e+00
35	-1.000000e+00
36	inf
37	inf
38	inf
39	-1.000000e+00
40	-1.000000e+00
41	-1.000000e+00
42	-1.000000e+00
43	-1.000000e+00
44	-1.000000e+00
45	inf
46	-1.000000e+00
47	-1.000000e+00
48	-1.000000e+00
49	-1.000000e+00
50	-1.000000e+00
51	-1.000000e+00
52	inf
53	inf
54	-1.000000e+00
55	-1.000000e+00
56	-1.000000e+00
57	-1.000000e+00
58	-1.000000e+00
59	-1.000000e+00
60	-1.000000e+00
61	-1.000000e+00
62	-1.000000e+00
63	-1.000000e+00
64	-1.000000e+00
65	inf
66	inf
67	inf
68	inf
69	-1.000000e+00
70	inf
71	-1.000000e+00
72	-1.000000e+00
73	-1.000000e+00
74	inf
75	inf
76	-1.000000e+00
77	-1.000000e+00
78	-1.000000e+00
79	-1.000000e+00
80	inf
81	inf
82	inf
83	-1.000000e+00
84	-1.000000e+00
85	inf
86	inf
87	inf
88	inf
89	-1.000000e+00
90	-1.000000e+00
91	-1.000000e+00
92	-1.000000e+00
93	-1.000000e+00
94	-1.000000e+00
95	inf
96	-1.000000e+00
97	-1.000000e+00
98	-1.000000e+00
99	inf
100	-1.000000e+00
101	-1.000000e+00
102	-1.000000e+00
1	-1.000000e+00
2	-1.000000e+00
3	-1.000000e+00
4	inf
5	-1.000000e+00
6	-1.000000e+00
7	-1.000000e+00
8	-1.000000e+00
9	-1.000000e+00
10	-1.000000e+00
11	-1.000000e+00
12	-1.000000e+00
13	inf
14	-1.000000e+00
15	-1.000000e+00
16	-1.000000e+00
17	-1.000000e+00
18	-1.000000e+00
19	-1.000000e+00
20	-1.000000e+00
21	-1.000000e+00
22	-1.000000e+00
23	-1.000000e+00
24	-1.000000e+00
25	-1.000000e+00
26	-1.000000e+00
27	-1.000000e+00
28	-1.000000e+00
29	inf
30	-1.000000e+00
31	inf
32	-1.000000e+00
33	inf
34	-1.000000e+00
35	-1.000000e+00
36	inf
37	-1.000000e+00
38	-1.000000e+00
39	-1.000000e+00
40	-1.000000e+00
41	-1.000000e+00
42	-1.000000e+00
43	-1.000000e+00
44	-1.000000e+00
45	-1.000000e+00
46	-1.000000e+00
47	inf
48	-1.000000e+00
49	-1.000000e+00
50	-1.000000e+00
51	-1.000000e+00
52	-1.000000e+00
53	-1.000000e+00
54	inf
55	-1.000000e+00
56	-1.000000e+00
57	-1.000000e+00
58	inf
59	-1.000000e+00
60	-1.000000e+00
61	-1.000000e+00
62	inf
63	-1.000000e+00
64	inf
65	-1.000000e+00
66	-1.000000e+00
67	-1.000000e+00
68	-1.000000e+00
69	inf
70	-1.000000e+00
71	-1.000000e+00
72	-1.000000e+00
73	inf
74	-1.000000e+00
75	-1.000000e+00
76	-1.000000e+00
77	-1.000000e+00
78	inf
79	-1.000000e+00
80	-1.000000e+00
81	-1.000000e+00
82	-1.000000e+00
83	-1.000000e+00
84	-1.000000e+00
85	-1.000000e+00
86	inf
87	-1.000000e+00
88	-1.000000e+00
89	-1.000000e+00
90	inf
91	-1.000000e+00
92	-1.000000e+00
93	-1.000000e+00
94	-1.000000e+00
95	-1.000000e+00
96	-1.000000e+00
97	-1.000000e+00
98	-1.000000e+00
99	-1.000000e+00
100	-1.000000e+00
101	-1.000000e+00
102	inf
103	-1.000000e+00
104	-1.000000e+00
105	-1.000000e+00
106	inf
107	-1.000000e+00
108	inf
109	-1.000000e+00
110	-1.000000e+00
111	-1.000000e+00
112	inf
113	-1.000000e+00
114	-1.000000e+00
115	inf
116	-1.000000e+00
117	-1.000000e+00
118	inf
119	-1.000000e+00
120	-1.000000e+00
121	-1.000000e+00
122	-1.000000e+00
123	inf
124	-1.000000e+00
125	-1.000000e+00
126	-1.000000e+00
127	-1.000000e+00
128	-1.000000e+00
129	inf
130	inf
131	-1.000000e+00
132	-1.000000e+00
133	-1.000000e+00
134	-1.000000e+00
135	inf
136	inf
137	-1.000000e+00
138	-1.000000e+00
139	-1.000000e+00
140	-1.000000e+00
141	-1.000000e+00
142	-1.000000e+00
143	-1.000000e+00
144	-1.000000e+00
145	-1.000000e+00
146	inf
147	-1.000000e+00
148	-1.000000e+00
149	-1.000000e+00
150	-1.000000e+00
151	-1.000000e+00
152	-1.000000e+00
153	-1.000000e+00
154	-1.000000e+00
155	-1.000000e+00
156	-1.000000e+00
157	-1.000000e+00
158	-1.000000e+00
159	inf
160	inf
161	inf
162	-1.000000e+00
163	inf
164	-1.000000e+00
165	-1.000000e+00
166	-1.000000e+00
167	inf
168	-1.000000e+00
169	-1.000000e+00
170	-1.000000e+00
171	-1.000000e+00
172	-1.000000e+00
173	-1.000000e+00
174	-1.000000e+00
175	-1.000000e+00
176	-1.000000e+00
177	-1.000000e+00
178	-1.000000e+00
179	-1.000000e+00
180	-1.000000e+00
181	-1.000000e+00
182	-1.000000e+00
183	inf
184	-1.000000e+00
185	-1.000000e+00
186	-1.000000e+00
187	-1.000000e+00
188	-1.000000e+00
189	-1.000000e+00
190	-1.000000e+00
191	-1.000000e+00
192	-1.000000e+00
193	inf
194	-1.000000e+00
